generation,version_id,parent_id,conversation_id,persona_type,weighted_total,resolution_rate,agent1_goal_pass_rate,agent1_quality_pass_rate,agent1_compliance,agent2_goal_pass_rate,agent2_quality_pass_rate,agent2_compliance,agent3_goal_pass_rate,agent3_quality_pass_rate,agent3_compliance,handoff_1_pass_rate,handoff_2_pass_rate,system_pass_rate,promoted
2,v2_1_c197,v1_3_beba,conv-c696a695,cooperative,8.08,1.0,0.88,0.71,True,0.78,0.86,True,0.88,0.71,True,6.62,7.75,3.57,False
2,v2_1_c197,v1_3_beba,conv-95ad25ae,combative,3.79,0.0,0.50,0.14,True,0.00,0.00,True,0.00,0.00,True,1.00,1.00,1.00,False
2,v2_1_c197,v1_3_beba,conv-73c51dd4,evasive,7.32,0.0,0.50,0.43,True,0.78,0.71,True,0.88,0.57,True,4.38,8.88,3.57,False
2,v2_1_c197,v1_3_beba,conv-0b16be19,cooperative,8.12,1.0,1.00,0.71,True,0.89,0.57,True,0.88,0.71,True,6.62,7.75,3.57,False
2,v2_1_c197,v1_3_beba,conv-444d86e1,combative,4.55,0.0,0.62,0.14,True,0.56,0.57,False,0.88,0.43,True,5.50,6.62,3.57,False
2,v2_1_c197,v1_3_beba,conv-4b9c88a1,evasive,5.65,1.0,0.62,0.43,True,0.67,0.71,True,0.00,0.00,True,6.62,1.00,2.29,False
2,v2_1_c197,v1_3_beba,conv-89a8e9d7,confused,7.55,1.0,0.62,0.71,True,0.44,0.57,True,0.88,0.57,True,8.88,8.88,3.57,False
2,v2_1_c197,v1_3_beba,conv-30fdadb5,distressed,7.87,1.0,0.75,0.29,True,0.67,0.86,True,0.88,0.71,True,8.88,8.88,3.57,False
2,v2_1_c197,v1_3_beba,conv-8a3df830,cooperative,8.35,1.0,1.00,0.57,True,1.00,0.86,True,0.88,0.57,True,6.62,7.75,4.86,False
2,v2_1_c197,v1_3_beba,conv-34b95985,combative,6.85,0.0,0.50,0.14,True,0.67,0.43,True,0.75,0.71,True,5.50,7.75,3.57,False
2,v2_1_c197,v1_3_beba,conv-8038dbdb,evasive,7.24,0.0,0.62,0.43,True,0.67,0.71,True,0.88,0.43,True,6.62,6.62,3.57,False
2,v2_1_c197,v1_3_beba,conv-43ef50f6,confused,6.95,1.0,0.50,0.29,True,0.56,0.71,True,0.50,0.57,True,7.75,8.88,3.57,False
2,v2_1_c197,v1_3_beba,conv-bc27f0ec,distressed,8.17,1.0,0.88,0.86,True,0.78,0.71,True,0.88,0.86,True,7.75,6.62,3.57,False
2,v2_1_c197,v1_3_beba,conv-9b1f2a33,cooperative,8.01,1.0,1.00,0.86,True,0.89,0.57,True,0.75,0.29,True,7.75,8.88,3.57,False
2,v2_1_c197,v1_3_beba,conv-1d3ea5c7,combative,4.74,0.0,0.62,0.14,True,0.56,0.29,True,0.00,0.00,True,3.25,1.00,1.00,False
2,v2_1_c197,v1_3_beba,conv-11a67df3,evasive,7.06,0.0,0.62,0.43,True,0.78,0.57,True,0.75,0.57,True,4.38,6.62,3.57,False
2,v2_1_c197,v1_3_beba,conv-8eabccd1,confused,7.01,0.0,0.38,0.43,True,0.56,0.71,True,0.88,0.71,True,4.38,7.75,3.57,False
2,v2_1_c197,v1_3_beba,conv-0e4a573b,distressed,8.05,1.0,0.75,0.71,True,0.78,0.57,True,0.88,0.71,True,8.88,8.88,3.57,False
2,v2_2_f5ed,v0_1_f082,conv-f64bf766,cooperative,7.89,1.0,1.00,0.29,True,0.78,0.43,True,0.88,0.71,True,6.62,8.88,4.86,False
2,v2_2_f5ed,v0_1_f082,conv-d6d61aee,combative,6.51,0.0,0.62,0.14,True,0.67,0.57,True,0.62,0.29,True,5.50,5.50,3.57,False
2,v2_2_f5ed,v0_1_f082,conv-a7c5ae74,cooperative,8.21,1.0,1.00,0.71,True,0.89,0.86,True,0.88,0.57,True,6.62,7.75,3.57,False
2,v2_2_f5ed,v0_1_f082,conv-f922bce2,combative,6.58,1.0,0.50,0.14,True,0.56,0.57,True,0.75,0.43,True,5.50,6.62,3.57,False
2,v2_2_f5ed,v0_1_f082,conv-f0e8bbdc,evasive,6.85,0.0,0.50,0.43,True,0.67,0.71,True,0.75,0.43,True,5.50,5.50,3.57,False
2,v2_2_f5ed,v0_1_f082,conv-87856f6c,confused,7.08,1.0,0.38,0.57,True,0.67,0.71,True,0.75,0.57,True,5.50,7.75,3.57,False
2,v2_2_f5ed,v0_1_f082,conv-75f5a7a6,distressed,7.58,1.0,0.75,0.43,True,0.44,0.71,True,0.88,0.86,True,7.75,7.75,3.57,False
2,v2_2_f5ed,v0_1_f082,conv-ed0df756,cooperative,8.22,1.0,0.88,0.43,True,1.00,0.71,True,1.00,0.57,True,7.75,8.88,3.57,False
2,v2_2_f5ed,v0_1_f082,conv-65269006,combative,4.3,0.0,0.50,0.14,False,0.56,0.71,True,0.62,0.29,True,5.50,7.75,3.57,False
2,v2_2_f5ed,v0_1_f082,conv-2109d449,evasive,5.75,1.0,0.62,0.43,True,0.78,0.71,True,0.00,0.00,True,6.62,1.00,2.29,False
2,v2_2_f5ed,v0_1_f082,conv-7a13afba,cooperative,8.04,1.0,0.88,1.00,True,0.67,0.71,True,0.75,0.71,True,7.75,7.75,3.57,False
2,v2_2_f5ed,v0_1_f082,conv-68a8f440,combative,6.87,0.0,0.50,0.29,True,0.67,0.43,True,0.88,0.43,True,6.62,6.62,3.57,False
2,v2_2_f5ed,v0_1_f082,conv-206d4477,evasive,7.19,0.0,0.62,0.43,True,0.89,0.71,True,0.88,0.57,True,4.38,4.38,3.57,False
2,v2_2_f5ed,v0_1_f082,conv-b742f90b,confused,7.13,1.0,0.50,0.57,True,0.67,0.57,True,0.88,0.57,True,4.38,7.75,3.57,False
2,v2_2_f5ed,v0_1_f082,conv-66fa02ce,distressed,8.35,1.0,0.75,0.71,True,0.78,0.86,True,0.88,0.71,True,8.88,8.88,4.86,False
2,v2_2_f5ed,v0_1_f082,conv-d2c9693a,cooperative,6.4,1.0,1.00,0.43,True,0.89,0.71,True,0.00,0.00,True,7.75,1.00,3.57,False
2,v2_2_f5ed,v0_1_f082,conv-b72c059e,combative,6.78,0.0,0.50,0.14,True,0.56,0.57,True,0.88,0.71,True,4.38,6.62,3.57,False
2,v2_2_f5ed,v0_1_f082,conv-4bae207e,evasive,7.44,0.0,0.62,0.43,True,0.89,0.86,True,0.88,0.29,True,7.75,5.50,3.57,False
2,v2_2_f5ed,v0_1_f082,conv-87f31ff3,confused,7.13,1.0,0.50,0.43,True,0.67,0.71,True,0.88,0.57,True,6.62,5.50,3.57,False
2,v2_2_f5ed,v0_1_f082,conv-9e43f080,distressed,8.42,1.0,0.88,0.57,True,0.78,0.71,True,0.88,0.71,True,8.88,8.88,6.14,False
2,v2_2_f5ed,v0_1_f082,conv-d9b27e26,cooperative,7.64,1.0,0.88,0.14,True,0.89,0.71,True,0.75,0.43,True,8.88,7.75,3.57,False
2,v2_2_f5ed,v0_1_f082,conv-8d244a8a,combative,7.04,0.0,0.50,0.14,True,0.67,0.71,True,0.88,0.43,True,7.75,6.62,3.57,False
2,v2_2_f5ed,v0_1_f082,conv-67cd13ac,evasive,6.95,1.0,0.62,0.43,True,0.56,0.71,True,0.75,0.57,True,6.62,4.38,3.57,False
2,v2_2_f5ed,v0_1_f082,conv-ab408e8d,confused,7.26,0.0,0.50,0.57,True,0.56,0.71,True,0.75,0.71,True,7.75,6.62,3.57,False
2,v2_2_f5ed,v0_1_f082,conv-1eca9e95,distressed,7.6,1.0,0.75,0.43,True,0.78,0.71,True,0.75,0.57,True,6.62,8.88,3.57,False
3,v3_2_4d6c,v1_2_3412,conv-0f1aa131,cooperative,5.25,1.0,0.88,0.43,True,0.67,0.57,False,1.00,0.57,True,5.50,6.62,3.57,False
3,v3_2_4d6c,v1_2_3412,conv-95e75302,combative,7.12,0.0,0.50,0.29,True,0.56,0.71,True,0.88,0.71,True,6.62,6.62,3.57,False
3,v3_3_f7d2,v2_1_c197,conv-490f4c75,cooperative,8.3,1.0,1.00,0.86,True,0.89,0.86,True,0.88,0.71,True,5.50,7.75,3.57,False
3,v3_3_f7d2,v2_1_c197,conv-55b42ebd,combative,4.53,0.0,0.62,0.29,False,0.56,0.57,True,0.75,0.43,True,5.50,6.62,3.57,False
3,v3_0_7208,v2_1_c197,conv-e500901d,cooperative,8.08,1.0,1.00,0.71,True,1.00,0.71,True,0.62,0.57,True,6.62,8.88,3.57,False
3,v3_0_7208,v2_1_c197,conv-0d47f29e,combative,6.6,0.0,0.50,0.14,True,0.56,0.43,True,0.88,0.43,True,5.50,6.62,3.57,False
3,v3_0_7208,v2_1_c197,conv-0341ea0b,cooperative,7.91,1.0,1.00,0.86,True,0.78,0.71,True,0.75,0.43,True,6.62,7.75,3.57,False
3,v3_0_7208,v2_1_c197,conv-0eb9620d,combative,6.51,1.0,0.50,0.14,True,0.67,0.57,True,0.75,0.43,True,3.25,6.62,3.57,False
3,v3_0_7208,v2_1_c197,conv-bf07fef6,evasive,6.98,0.0,0.62,0.43,True,0.78,0.71,True,0.75,0.57,True,3.25,5.50,3.57,False
3,v3_0_7208,v2_1_c197,conv-51576358,confused,7.7,1.0,0.75,0.43,True,0.67,0.71,True,0.88,0.57,True,7.75,8.88,3.57,False
3,v3_0_7208,v2_1_c197,conv-960be977,distressed,8.25,1.0,0.88,0.71,True,0.78,0.71,True,0.88,0.71,True,8.88,8.88,3.57,False
3,v3_0_7208,v2_1_c197,conv-bfff6d20,cooperative,7.08,0.0,0.62,0.43,True,0.67,0.57,True,0.88,0.71,True,5.50,4.38,3.57,False
3,v3_0_7208,v2_1_c197,conv-4962d564,combative,6.58,1.0,0.62,0.29,True,0.56,0.71,True,0.62,0.43,True,3.25,6.62,3.57,False
3,v3_0_7208,v2_1_c197,conv-30609ede,evasive,7.26,1.0,0.62,0.43,True,0.56,0.71,True,1.00,0.57,True,5.50,6.62,3.57,False
3,v3_0_7208,v2_1_c197,conv-ab5c8a10,cooperative,8.4,1.0,1.00,0.86,True,1.00,0.86,True,0.88,0.71,True,6.62,6.62,3.57,False
3,v3_0_7208,v2_1_c197,conv-1cc94f42,combative,6.45,0.0,0.50,0.43,True,0.56,0.43,True,0.75,0.29,True,3.25,5.50,4.86,False
3,v3_0_7208,v2_1_c197,conv-e7ec0405,evasive,7.08,0.0,0.62,0.43,True,0.67,0.71,True,0.88,0.57,True,4.38,5.50,3.57,False
3,v3_0_7208,v2_1_c197,conv-1d5d0060,confused,7.1,0.0,0.62,0.29,True,0.67,0.71,True,0.62,0.57,True,5.50,8.88,3.57,False
3,v3_0_7208,v2_1_c197,conv-3ef59b0e,distressed,8.22,1.0,0.88,0.86,True,0.78,0.86,True,0.75,0.71,True,8.88,7.75,3.57,False
3,v3_0_7208,v2_1_c197,conv-fdd681a1,cooperative,7.6,0.0,0.62,0.43,True,0.78,0.71,True,0.88,0.71,True,6.62,7.75,3.57,False
3,v3_0_7208,v2_1_c197,conv-d3e36496,combative,6.35,1.0,0.62,0.29,True,0.56,0.14,True,0.75,0.43,True,4.38,5.50,3.57,False
3,v3_0_7208,v2_1_c197,conv-00cb39a2,evasive,7.02,0.0,0.62,0.43,True,0.56,0.71,True,0.88,0.57,True,4.38,4.38,4.86,False
3,v3_0_7208,v2_1_c197,conv-3ad502a4,confused,7.03,0.0,0.50,0.14,True,0.56,0.71,True,0.88,0.71,True,7.75,5.50,3.57,False
3,v3_0_7208,v2_1_c197,conv-c8834e8f,distressed,7.94,1.0,0.75,0.57,True,0.78,0.86,True,0.75,0.86,True,7.75,7.75,3.57,False
3,v3_0_7208,v2_1_c197,conv-30c193c0,cooperative,8.24,0.0,1.00,0.71,True,0.89,0.71,True,1.00,0.57,True,6.62,7.75,3.57,False
3,v3_0_7208,v2_1_c197,conv-cd780d79,combative,6.53,0.0,0.50,0.14,True,0.67,0.14,True,0.88,0.57,True,4.38,6.62,3.57,False
3,v3_0_7208,v2_1_c197,conv-46aa82ee,evasive,6.99,0.0,0.62,0.43,True,0.67,0.71,True,0.88,0.43,True,5.50,4.38,3.57,False
3,v3_0_7208,v2_1_c197,conv-3e13a80e,confused,6.85,1.0,0.50,0.43,True,0.67,0.71,True,0.75,0.29,True,6.62,5.50,3.57,False
3,v3_0_7208,v2_1_c197,conv-1c72fe55,distressed,8.08,1.0,0.88,0.57,True,0.78,0.86,True,0.88,0.71,True,7.75,7.75,3.57,False
4,v4_1_1717,v2_3_bcc4,conv-06fd194a,cooperative,7.63,0.0,1.00,0.71,True,1.00,0.71,True,0.50,0.29,True,5.50,7.75,3.57,False
4,v4_1_1717,v2_3_bcc4,conv-e45980e6,combative,6.38,0.0,0.50,0.43,True,0.44,0.14,True,0.88,0.43,True,5.50,6.62,2.29,False
4,v4_1_1717,v2_3_bcc4,conv-95d09411,cooperative,8.21,1.0,0.88,0.86,True,0.89,0.71,True,1.00,0.57,True,6.62,7.75,3.57,False
4,v4_1_1717,v2_3_bcc4,conv-2e625865,combative,6.58,0.0,0.62,0.43,True,0.56,0.29,True,1.00,0.43,True,3.25,4.38,3.57,False
4,v4_1_1717,v2_3_bcc4,conv-33dd6ebe,evasive,7.53,0.0,0.62,0.43,True,0.89,0.71,True,0.88,0.43,True,7.75,6.62,3.57,False
4,v4_1_1717,v2_3_bcc4,conv-74f06d0f,confused,4.6,0.0,0.50,0.43,True,0.67,0.71,True,0.75,0.57,False,4.38,5.50,3.57,False
4,v4_1_1717,v2_3_bcc4,conv-990e3bbd,distressed,7.92,1.0,0.75,0.43,True,0.67,0.86,True,0.75,0.86,True,8.88,8.88,3.57,False
4,v4_1_1717,v2_3_bcc4,conv-5d0e7e53,cooperative,8.14,1.0,0.88,0.71,True,0.78,0.86,True,0.75,0.71,True,7.75,8.88,3.57,False
4,v4_1_1717,v2_3_bcc4,conv-a0813b90,combative,4.51,0.0,0.50,0.29,True,0.67,0.71,False,0.75,0.43,True,4.38,6.62,3.57,False
4,v4_1_1717,v2_3_bcc4,conv-02e43e62,evasive,6.68,0.0,0.50,0.14,True,0.89,0.71,True,0.62,0.57,True,4.38,4.38,3.57,False
4,v4_1_1717,v2_3_bcc4,conv-6a70aa89,cooperative,8.54,1.0,0.88,0.71,True,1.00,1.00,True,0.88,0.86,True,7.75,7.75,3.57,False
4,v4_1_1717,v2_3_bcc4,conv-a4d48e8f,combative,3.61,0.0,0.50,0.14,True,0.44,0.57,False,0.62,0.29,True,3.25,3.25,3.57,False
4,v4_1_1717,v2_3_bcc4,conv-8cb692bf,evasive,7.54,0.0,0.62,0.43,True,0.78,0.71,True,1.00,0.57,True,5.50,7.75,3.57,False
4,v4_1_1717,v2_3_bcc4,conv-bbf62b27,confused,4.19,1.0,0.50,0.43,True,0.56,0.71,True,0.50,0.29,False,4.38,6.62,3.57,False
4,v4_1_1717,v2_3_bcc4,conv-d5778e13,distressed,8.01,1.0,0.75,0.71,True,0.44,0.71,True,0.88,0.86,True,8.88,10.00,3.57,False
4,v4_1_1717,v2_3_bcc4,conv-386b1f11,cooperative,6.97,1.0,1.00,0.71,True,1.00,0.86,True,0.00,0.00,True,5.50,1.00,7.43,False
4,v4_1_1717,v2_3_bcc4,conv-29575887,combative,6.63,0.0,0.50,0.14,True,0.56,0.43,True,1.00,0.57,True,4.38,5.50,3.57,False
4,v4_1_1717,v2_3_bcc4,conv-30039d89,evasive,4.72,0.0,0.38,0.43,False,0.89,0.71,True,0.88,0.57,True,4.38,4.38,3.57,False
4,v4_1_1717,v2_3_bcc4,conv-2e789336,confused,6.86,1.0,0.62,0.29,True,0.33,0.71,True,0.88,0.71,True,5.50,5.50,3.57,False
4,v4_1_1717,v2_3_bcc4,conv-3697727b,distressed,8.12,1.0,0.88,0.43,True,0.78,0.71,True,0.88,0.86,True,8.88,6.62,4.86,False
4,v4_1_1717,v2_3_bcc4,conv-279b73ca,cooperative,7.44,1.0,0.88,0.57,True,0.89,0.71,True,0.62,0.14,True,7.75,6.62,3.57,False
4,v4_1_1717,v2_3_bcc4,conv-35332f62,combative,6.32,0.0,0.62,0.43,True,0.56,0.43,True,0.62,0.14,True,4.38,5.50,3.57,False
4,v4_1_1717,v2_3_bcc4,conv-27bdff40,evasive,7.26,0.0,0.62,0.43,True,0.78,0.71,True,0.88,0.57,True,4.38,6.62,3.57,False
4,v4_1_1717,v2_3_bcc4,conv-9e9a329a,confused,6.49,0.0,0.50,0.29,True,0.33,0.71,True,0.88,0.57,True,3.25,5.50,3.57,False
4,v4_1_1717,v2_3_bcc4,conv-afb5456b,distressed,8.01,1.0,0.88,0.86,True,0.67,0.86,True,0.62,0.71,True,7.75,8.88,3.57,False
4,v4_3_7488,v3_0_7208,conv-7357d277,cooperative,8.04,1.0,0.75,0.57,True,0.89,0.86,True,0.75,0.86,True,7.75,7.75,3.57,False
4,v4_3_7488,v3_0_7208,conv-526e1af0,combative,6.64,0.0,0.38,0.14,True,0.56,0.71,True,0.75,0.57,True,6.62,5.50,3.57,False
4,v4_3_7488,v3_0_7208,conv-7291f7b4,cooperative,6.59,1.0,0.88,0.57,True,0.89,1.00,True,0.00,0.00,True,6.62,1.00,4.86,False
4,v4_3_7488,v3_0_7208,conv-87741d71,combative,3.97,0.0,0.50,0.14,False,0.11,0.86,True,0.75,0.57,True,6.62,4.38,2.29,False
4,v4_3_7488,v3_0_7208,conv-ee1ab453,evasive,7.06,1.0,0.50,0.43,True,0.78,0.71,True,0.88,0.57,True,3.25,6.62,3.57,False
4,v4_3_7488,v3_0_7208,conv-f59b33bf,confused,6.91,0.0,0.38,0.43,True,0.67,0.71,True,0.75,0.57,True,5.50,6.62,3.57,False
4,v4_3_7488,v3_0_7208,conv-ff8b0586,distressed,7.55,1.0,0.62,0.43,True,0.44,0.86,True,0.88,0.71,True,8.88,7.75,3.57,False
4,v4_3_7488,v3_0_7208,conv-738c664e,cooperative,7.6,1.0,0.62,0.71,True,0.78,0.29,True,0.88,0.86,True,6.62,7.75,3.57,False
4,v4_3_7488,v3_0_7208,conv-8a97bf86,combative,6.42,0.0,0.38,0.43,True,0.67,0.29,True,0.88,0.29,True,3.25,6.62,3.57,False
4,v4_3_7488,v3_0_7208,conv-7ef53db8,evasive,6.94,0.0,0.50,0.43,True,0.67,0.71,True,0.75,0.57,True,5.50,5.50,3.57,False
4,v4_3_7488,v3_0_7208,conv-ab2bff6d,cooperative,8.13,1.0,0.75,0.57,True,0.78,0.71,True,0.88,0.57,True,10.00,10.00,3.57,False
4,v4_3_7488,v3_0_7208,conv-a36f13e3,combative,6.08,0.0,0.38,0.14,True,0.44,0.43,True,0.62,0.29,True,4.38,7.75,3.57,False
4,v4_3_7488,v3_0_7208,conv-4122b6c2,evasive,6.95,0.0,0.50,0.43,True,0.78,0.57,True,0.75,0.57,True,4.38,6.62,3.57,False
4,v4_3_7488,v3_0_7208,conv-6b284692,confused,7.23,1.0,0.50,0.43,True,0.78,0.71,True,0.88,0.43,True,6.62,6.62,3.57,False
4,v4_3_7488,v3_0_7208,conv-c4877f1e,distressed,7.58,1.0,0.75,0.43,True,0.44,0.71,True,0.88,0.71,True,8.88,7.75,3.57,False
4,v4_3_7488,v3_0_7208,conv-a82eb2cb,cooperative,7.62,1.0,0.88,0.57,True,0.78,0.71,True,0.75,0.29,True,7.75,7.75,3.57,False
4,v4_3_7488,v3_0_7208,conv-bfd9980c,combative,5.84,0.0,0.38,0.14,True,0.56,0.14,True,0.62,0.43,True,3.25,5.50,3.57,False
4,v4_3_7488,v3_0_7208,conv-fb85993e,evasive,7.06,0.0,0.50,0.43,True,0.78,0.71,True,0.88,0.43,True,4.38,6.62,3.57,False
4,v4_3_7488,v3_0_7208,conv-fd331b3c,confused,6.9,1.0,0.50,0.29,True,0.67,0.71,True,0.62,0.43,True,7.75,6.62,3.57,False
4,v4_3_7488,v3_0_7208,conv-4b2920bf,distressed,7.66,1.0,0.62,0.43,True,0.78,0.86,True,0.75,0.71,True,7.75,7.75,3.57,False
4,v4_3_7488,v3_0_7208,conv-b9eba2c5,cooperative,7.61,1.0,0.75,0.57,True,0.67,0.71,True,0.88,0.43,True,7.75,7.75,3.57,False
4,v4_3_7488,v3_0_7208,conv-65279fc5,combative,4.58,0.0,0.38,0.43,False,0.56,0.43,True,0.88,0.57,True,6.62,6.62,3.57,False
4,v4_3_7488,v3_0_7208,conv-ce21afa8,evasive,6.72,1.0,0.50,0.29,True,0.78,0.57,True,0.88,0.43,True,4.38,4.38,3.57,False
4,v4_3_7488,v3_0_7208,conv-fa23dcbe,confused,7.08,1.0,0.38,0.43,True,0.67,0.71,True,0.75,0.71,True,5.50,7.75,3.57,False
4,v4_3_7488,v3_0_7208,conv-c76b6fd8,distressed,7.47,1.0,0.62,0.43,True,0.44,0.71,True,0.88,0.86,True,7.75,7.75,3.57,False
4,v4_0_9cbd,v2_3_bcc4,conv-6b1524ed,cooperative,7.82,1.0,1.00,0.57,True,0.56,0.57,True,0.88,0.71,True,6.62,8.88,3.57,False
4,v4_0_9cbd,v2_3_bcc4,conv-23ddd600,combative,6.36,0.0,0.50,0.14,True,0.67,0.29,True,0.88,0.29,True,6.62,3.25,3.57,False
4,v4_0_9cbd,v2_3_bcc4,conv-06f99b37,cooperative,7.07,0.0,0.62,0.14,True,0.67,0.57,True,0.88,0.71,True,4.38,7.75,3.57,False
4,v4_0_9cbd,v2_3_bcc4,conv-a64eb4a1,combative,6.69,0.0,0.50,0.29,True,0.56,0.43,True,0.88,0.57,True,5.50,5.50,3.57,False
4,v4_0_9cbd,v2_3_bcc4,conv-67c75d3e,evasive,7.08,0.0,0.50,0.29,True,0.89,0.71,True,0.88,0.43,True,4.38,6.62,3.57,False
4,v4_0_9cbd,v2_3_bcc4,conv-41f8f7f5,confused,6.89,1.0,0.50,0.43,True,0.33,0.71,True,0.75,0.43,True,7.75,7.75,3.57,False
4,v4_0_9cbd,v2_3_bcc4,conv-0c1fd6ac,distressed,8.16,1.0,0.88,0.43,True,0.78,0.86,True,0.88,0.71,True,8.88,8.88,3.57,False
4,v4_0_9cbd,v2_3_bcc4,conv-bc13cb97,cooperative,8.17,1.0,1.00,0.86,True,0.78,0.86,True,0.75,0.57,True,6.62,8.88,3.57,False
4,v4_0_9cbd,v2_3_bcc4,conv-721ff2c5,combative,4.16,0.0,0.62,0.29,False,0.56,0.43,True,0.62,0.43,True,4.38,5.50,3.57,False
4,v4_0_9cbd,v2_3_bcc4,conv-4946eb17,evasive,6.84,0.0,0.50,0.43,True,0.78,0.71,True,0.62,0.57,True,5.50,4.38,3.57,False
4,v4_0_9cbd,v2_3_bcc4,conv-e09054eb,cooperative,6.04,1.0,1.00,0.14,True,0.78,0.71,True,0.00,0.00,True,6.62,1.00,3.57,False
4,v4_0_9cbd,v2_3_bcc4,conv-9dca67d6,combative,6.57,0.0,0.50,0.43,True,0.56,0.14,True,0.75,0.29,True,5.50,8.88,3.57,False
4,v4_0_9cbd,v2_3_bcc4,conv-321f535f,evasive,7.25,0.0,0.62,0.43,True,0.67,0.71,True,0.88,0.57,True,5.50,6.62,3.57,False
4,v4_0_9cbd,v2_3_bcc4,conv-46e6defb,confused,5.5,1.0,0.50,0.43,True,0.67,0.71,True,0.00,0.00,True,4.38,1.00,3.57,False
4,v4_0_9cbd,v2_3_bcc4,conv-fee76828,distressed,7.78,1.0,0.62,0.14,True,0.89,0.86,True,0.88,0.57,True,8.88,8.88,3.57,False
4,v4_0_9cbd,v2_3_bcc4,conv-038b5944,cooperative,6.61,1.0,1.00,0.71,True,0.89,0.71,True,0.00,0.00,True,6.62,1.00,4.86,False
4,v4_0_9cbd,v2_3_bcc4,conv-e32e8e78,combative,6.66,0.0,0.62,0.29,True,0.56,0.57,True,0.62,0.43,True,5.50,6.62,3.57,False
4,v4_0_9cbd,v2_3_bcc4,conv-ab9c798c,evasive,7.14,0.0,0.50,0.43,True,0.78,0.71,True,1.00,0.57,True,3.25,4.38,4.86,False
4,v4_0_9cbd,v2_3_bcc4,conv-11686098,confused,7.27,1.0,0.50,0.57,True,0.44,0.71,True,0.88,0.57,True,7.75,7.75,3.57,False
4,v4_0_9cbd,v2_3_bcc4,conv-22ea0ac6,distressed,8.03,1.0,0.88,0.86,True,0.44,0.71,True,0.88,0.71,True,8.88,8.88,3.57,False
4,v4_0_9cbd,v2_3_bcc4,conv-8d85fdff,cooperative,5.47,1.0,0.50,0.43,True,0.78,0.57,True,0.00,0.00,True,5.50,1.00,2.29,False
4,v4_0_9cbd,v2_3_bcc4,conv-23ece5c8,combative,5.19,0.0,0.50,0.29,True,0.67,0.43,True,0.00,0.00,True,5.50,1.00,2.29,False
4,v4_0_9cbd,v2_3_bcc4,conv-37721f9e,evasive,7.5,0.0,0.62,0.43,True,0.89,0.71,True,0.75,0.57,True,6.62,7.75,3.57,False
4,v4_0_9cbd,v2_3_bcc4,conv-6a6fd715,confused,6.82,1.0,0.50,0.43,True,0.67,0.71,True,0.62,0.43,True,4.38,7.75,3.57,False
4,v4_0_9cbd,v2_3_bcc4,conv-321ca77c,distressed,7.56,1.0,0.88,0.57,True,0.44,0.71,True,0.62,0.86,True,7.75,7.75,3.57,False
4,v4_2_1b85,v2_3_bcc4,conv-4dfb125f,cooperative,8.04,1.0,1.00,0.29,True,0.89,0.71,True,0.88,0.71,True,7.75,7.75,3.57,False
4,v4_2_1b85,v2_3_bcc4,conv-2070ebb3,combative,6.41,0.0,0.50,0.43,True,0.56,0.57,True,0.75,0.14,True,4.38,5.50,3.57,False
4,v4_2_1b85,v2_3_bcc4,conv-14172d39,cooperative,6.4,1.0,0.88,0.71,True,0.78,0.71,True,0.00,0.00,True,6.62,1.00,4.86,False
4,v4_2_1b85,v2_3_bcc4,conv-533efee7,combative,6.42,1.0,0.50,0.14,True,0.44,0.43,True,0.88,0.43,True,4.38,6.62,3.57,False
4,v4_2_1b85,v2_3_bcc4,conv-25a42aa7,evasive,7.1,0.0,0.62,0.43,True,0.67,0.57,True,1.00,0.57,True,4.38,5.50,3.57,False
4,v4_2_1b85,v2_3_bcc4,conv-1ce444de,confused,6.99,1.0,0.50,0.71,True,0.67,0.57,True,0.62,0.57,True,5.50,6.62,3.57,False
4,v4_2_1b85,v2_3_bcc4,conv-752957e1,distressed,8.25,1.0,0.88,0.71,True,0.78,0.71,True,0.88,0.86,True,7.75,8.88,3.57,False
4,v4_2_1b85,v2_3_bcc4,conv-c4ea6f87,cooperative,5.64,0.0,0.88,0.57,True,0.67,0.71,False,0.88,0.43,False,8.88,8.88,3.57,False
4,v4_2_1b85,v2_3_bcc4,conv-7d0c2d2a,combative,6.68,0.0,0.62,0.29,True,0.67,0.71,True,0.62,0.14,True,4.38,7.75,3.57,False
4,v4_2_1b85,v2_3_bcc4,conv-16b275c9,evasive,7.62,0.0,0.62,0.43,True,0.89,0.86,True,0.88,0.57,True,6.62,6.62,3.57,False
4,v4_2_1b85,v2_3_bcc4,conv-8a585424,cooperative,8.32,1.0,1.00,0.86,True,0.89,0.71,True,1.00,0.71,True,5.50,7.75,3.57,False
4,v4_2_1b85,v2_3_bcc4,conv-10ba2d2d,combative,6.51,0.0,0.50,0.14,True,0.44,0.71,True,0.88,0.57,True,3.25,5.50,3.57,False
4,v4_2_1b85,v2_3_bcc4,conv-4b4b44de,evasive,7.35,0.0,0.62,0.43,True,0.78,0.71,True,0.88,0.57,True,6.62,5.50,3.57,False
4,v4_2_1b85,v2_3_bcc4,conv-848478cd,confused,6.82,1.0,0.62,0.43,True,0.33,0.71,True,0.88,0.71,True,5.50,5.50,2.29,False
4,v4_2_1b85,v2_3_bcc4,conv-5a6e4956,distressed,7.9,1.0,0.75,0.43,True,0.78,0.86,True,0.75,0.71,True,7.75,7.75,4.86,False
